tconst,averagerating,numvotes,directors,writers
tt3400286,5.8,142,"nm1030190,nm2151137","nm1030190,nm2151137"
tt3406888,6.1,182,nm3990567,"nm3289512,nm4546479,nm3990567"
tt3412684,7.6,715,nm1334259,nm1334259
tt3414052,5.6,33,nm6163372,nm6163372
tt3415324,8.6,19,nm2272824,"nm2272824,nm0622726"
tt3416090,4.7,11,nm2630989,"nm2630989,nm4486689"
tt3419894,6.7,1701,nm1760744,nm2590779
tt3421296,4.7,12,nm6020419,"nm6020419,nm6020425"
tt3426144,6.7,75,nm4244515,"nm1538581,nm6873618,nm2787262"
tt3428990,9.0,5,"nm6179115,nm6179119,nm6179118","nm6179120,nm6179121,nm6179115,nm1092536,nm6179139,nm6287914,nm6179123,nm6179126,nm6179128,nm6179117,nm6179138,nm2454479,nm6179136,nm6179119,nm6179118,nm6179124,nm6179125,nm6179116,nm6179140,nm6179134,nm6179137,nm6179135,nm6287928,nm6179129,nm6179132,nm6179133,nm6179127,nm6179122"
tt3429398,6.4,5,nm6011478,nm6011478
tt3430692,6.8,6,"nm6181131,nm5919315","nm5919315,nm6181131"
tt3431714,4.8,409,nm4556524,"nm4556524,nm5863718"
tt3439114,3.5,1369,nm2571852,nm2571852
tt3440246,7.8,11,nm0521730,"nm0407794,nm0316044"
tt3447830,5.0,62,nm1455023,"nm0017072,nm5065894,nm0142453,nm5228966"
tt3449588,5.0,367,nm1346514,"nm1955172,nm1346514"
tt3449740,7.3,31,nm0272310,"nm0272310,nm6199710,nm1324020,nm0865558"
tt3451254,6.4,68,nm0136673,nm0136673
tt3453648,3.8,294,nm1435762,"nm2443263,nm1435762"
tt3455830,6.5,142,nm1182332,nm1182332
tt3456264,5.5,6,nm2112604,"nm2112604,nm0812977"
tt3461578,7.9,9,nm6212012,nm6212012
tt3469676,7.4,66,nm2702141,nm2702141
tt3470610,6.0,9,nm6222847,"nm6222847,nm6788040"
tt3470732,4.9,59,nm4454771,nm0191055
tt3480056,5.6,88,nm0766211,"nm0766211,nm1241516"
tt3483612,6.7,4643,nm1887138,"nm0080315,nm2756464"
tt3485702,5.3,35,nm2754974,nm2754974
tt3486358,4.4,5,nm4159008,"nm0705281,nm5332542"
